school_name,state,website,staff_directory
lanier college and career academy,georgia,https://lcca.hallco.org/,http://teachersites.hallco.org/public_profiles?accounts%5B%5D=45
lincoln county high school,georgia,https://lchs.lincolncountyschools.org/,https://lchs.lincolncountyschools.org/staff
lake virtual franchise,florida,https://lcvs.lake.k12.fl.us/,https://lcvs.lake.k12.fl.us/faculty/front-office-staff
leading edge academy gilbert early college,arizona,https://leadingedgeacademy.com/gilbert-early-college/,https://leadingedgeacademy.com/gilbert-early-college/gec-staff/
lead academy,tennessee,https://leadpublicschools.org/schools/brick-church/,https://leadpublicschools.org/team/
lead southeast,tennessee,https://leadpublicschools.org/schools/se-high/,https://leadpublicschools.org/team/
leigh high school,california,https://leigh.cuhsd.org/,https://leigh.cuhsd.org/apps/pages/StaffDirectory
leland high school,california,https://leland.sjusd.org/,https://leland.sjusd.org/who-we-are/staff-directory/
las flores high alternative,california,https://lfhs.egusd.net/,https://lfhs.egusd.net/Our-School/General-Info/Staff/index.html
lehi high school,utah,https://lhs.alpineschools.org/,https://lhs.alpineschools.org/faculty-staff/
liberty high school,maryland,https://lhs.carrollk12.org/,https://lhs.carrollk12.org/about/staff-directory
ledford senior high school,north carolina,https://lhs.davidson.k12.nc.us/,https://lhs.davidson.k12.nc.us/apps/staff/
lamar high school,south carolina,https://lhs.dcsdschools.org/,https://lhs.dcsdschools.org/staff_directory
lafayette high school,florida,https://lhs.lafayette.k12.fl.us/,https://lhs.lafayette.k12.fl.us/Staff
lexington high school,texas,https://lhs.lexingtonisd.net/,https://lhs.lexingtonisd.net/apps/staff/
lockhart high school,texas,https://lhs.lockhartisd.org/,https://lhs.lockhartisd.org/about-us/staff-directory
lakewood high school,south carolina,https://lhs.sumterschools.net/,https://lhs.sumterschools.net/school-information/directory/
lafayette high school,georgia,https://lhs.walkerschools.org/,https://lhs.walkerschools.org/about-us/faculty-staff
liberty sr high school,washington,https://liberty.isd411.org/,https://liberty.isd411.org/staff
lincoln high school,washington,https://lincolnhs.seattleschools.org/,https://lincolnhs.seattleschools.org/staff
lincoln preparatory academy great hearts,arizona,https://lincolnprep.greatheartsamerica.org/,https://lincolnprep.greatheartsamerica.org/faculty-staff/
lisbon high school,maine,https://lisbonhs.ss16.sharpschool.com/,http://lisbonhs.ss16.sharpschool.com/staff_directory_
live oak classical school,texas,https://liveoakclassical.com/,https://liveoakclassical.com/academics/faculty-staff/
la marque high school,texas,https://lmhs.tcisd.org/,https://www.tcisd.org/about/staff-directory
lompoc high school,california,https://lompochighschool.lusd.org/,https://lompochighschool.lusd.org/staff/staff-directory
lone star undivided high school,colorado,https://lonestarschool.net/,https://lonestarschool.net/staff/
lake placid high school,florida,https://lph.highlands.k12.fl.us/,https://lph.highlands.k12.fl.us/about-lph/faculty-and-staff
la puente high school,california,https://lphs-hlpusd-ca.schoolloop.com/,https://lphs-hlpusd-ca.schoolloop.com/directory
cedar valley high school,utah,https://lphs.alpineschools.org/,https://lphs.alpineschools.org/faculty-staff/
la sierra academy,california,https://lsak12.com/,https://lsak12.com/faculty-staff/
lehigh senior high school,florida,https://lsh.leeschools.net/,https://lsh.leeschools.net/our_school/administration_and_faculty
peoples academy,vermont,https://lsuu.org/schools/peoples-academy/,https://lsuu.org/schools/peoples-academy/faculty-staff/
lees summit west high,missouri,https://lswhs.lsr7.org/,https://lswhs.lsr7.org/staff-by-department/
lees summit west high school,missouri,https://lswhs.lsr7.org/,https://lswhs.lsr7.org/staff-by-department/
lamoille union high school,vermont,https://luhs.lnsd.org/,https://luhs.lnsd.org/directory
lutheran high school of greater new orleans,louisiana,https://lutheranhighschool.net/,https://lutheranhighschool.net/faculty--staff.html
luther burbank high school,california,https://lutherburbank.scusd.edu/,https://lutherburbank.scusd.edu/staff
la vega high school,texas,https://lvhs.lavegaisd.org/,https://www.lavegaisd.org/about/staff-directory
eastlake high school,washington,https://lwhs.lwsd.org/,https://lwhs.lwsd.org/about-us/staff-directory
lake washington high,washington,https://lwhs.lwsd.org/,https://lwhs.lwsd.org/about-us/staff-directory
magnet academy for cultural arts,louisiana,https://maca.slpsb.org/,https://maca.slpsb.org/staff
the macduffie school,massachusetts,https://macduffie.org/,https://macduffie.org/faculty-staff
macon east academy,alabama,https://maconeast.net/,https://maconeast.net/category/employee/staff-directory/
magee high school,mississippi,https://maghs.simpson.k12.ms.us/en-US,https://maghs.simpson.k12.ms.us/en-US/staff
magic city campus high school,north dakota,https://magiccitycampus.minot.k12.nd.us/en,https://magiccitycampus.minot.k12.nd.us/en-US/staff
magnolia high school,california,https://magnolia.auhsd.us/,https://magnolia.auhsd.us/Magnolia/Staff/
marina high school,california,https://mahs.mpusd.net/,https://mahs.mpusd.net/apps/staff
malden high school,massachusetts,https://maldenps.org/high/,https://maldenps.org/staff-directory/
horace mann ucla community,california,https://manncs.gseis.ucla.edu/,https://manncs.gseis.ucla.edu/staff/
manual high school,colorado,https://manual.dpsk12.org/,https://manual.dpsk12.org/staff/
mark morris high school,washington,https://markmorris.longviewschools.com/,https://markmorris.longviewschools.com/staff-directory
mark west charter,california,https://markwestcharter.org/,https://markwestcharter.org/staff/
marshall high school,virginia,https://marshallhs.fcps.edu/,https://marshallhs.fcps.edu/about/staff-directory
mastbaum jules e avts,pennsylvania,https://mastbaum.philasd.org/,https://mastbaum.philasd.org/leadership-team/
masterman julia r secondary school,pennsylvania,https://masterman.philasd.org,https://masterman.philasd.org/about-us/faculty/
masterman julia r sec school,pennsylvania,https://masterman.philasd.org/,https://masterman.philasd.org/about-us/faculty/
mcintosh academy,georgia,https://mca.mcintosh.k12.ga.us/,https://mca.mcintosh.k12.ga.us/Faculty
miami community charter high school,florida,https://mccsedu.org/,https://mccsedu.org/teachers-2/staff-administrators/
marshall county high school,tennessee,https://mchs.mcstn.net/en-US,https://mchs.mcstn.net/en-US/staff
morgan county high school,kentucky,https://mchs.morgan.kyschools.us/,https://mchs.morgan.kyschools.us/quick-links/staff-directory
ralph r mckee career and technical education high school,new york,https://mckeecths.org/,https://mckeecths.org/contact-the-staff/
mckinleyville high school,california,https://mckinleyvillehighschool.nohum.org/,https://mckinleyvillehighschool.nohum.org/apps/staff/
middletown christian school,ohio,https://mcseagles.net/,https://mcseagles.net/about-us/faculty-staff/
memphis rise academy,tennessee,https://memphisrise.org/,https://memphisrise.org/our-team/
menchville high school,virginia,https://menchville.nn.k12.va.us/,https://menchville.nn.k12.va.us/faculty.html
mendenhall high school,mississippi,https://mendhs.simpson.k12.ms.us/en-US,https://mendhs.simpson.k12.ms.us/en-US/staff
mesa grande academy,california,https://mesagrandeacademy.org/,http://mesagrandeacademy.org/about/faculty/
liberty bell junior senior high,washington,https://methow.org/schools/liberty-bell-jr-sr-high,https://methow.org/schools/liberty-bell-jr-sr-high/lb-staff/
medford high school,massachusetts,https://mhs-mvths.mps02155.org/,https://mhs-mvths.mps02155.org/about/staff-directory
mountain high school,utah,https://mhs.davis.k12.ut.us/,https://www.davis.k12.ut.us/district/about/staff-directory
marianna high school,florida,https://mhs.jcsb.org/,https://mhs.jcsb.org/apps/staff/
martinsville high school,virginia,https://mhs.martinsville.k12.va.us/,https://mhs.martinsville.k12.va.us/o/mhs/staff
millburn high school,new jersey,https://mhs.millburn.org/,https://mhs.millburn.org/apps/staff/
milwaukie high school,oregon,https://mhs.nclack.k12.or.us/,https://mhs.nclack.k12.or.us/about-us/staff-directory
manchester high school,ohio,https://mhs.panthercountry.org/,https://www.panthercountry.org/about/staff-directory
maumelle high school,arkansas,https://mhs.pcssd.org/,https://mhs.pcssd.org/o/pcssd/page/directory-of-schools
multicultural high school,new york,https://mhsbk.org/,https://mhsbk.org/staff/
miami sunset senior high school,florida,https://miamisunsetsenior.com/,https://miamisunsetsenior.com/staff-directory/
middle college at apsu,tennessee,https://middlecollege.cmcss.net/,https://middlecollege.cmcss.net/directory
middle college high school,california,https://middlecollege.lodiusd.net/,https://middlecollege.lodiusd.net/staff-directory
middle college high school,california,https://middlecollege.sbcusd.com/,https://middlecollege.sbcusd.com/staff-directory
roy miller high school and metro school of design,texas,https://miller.ccisd.us/,https://miller.ccisd.us/Directory
wilbur d mills high school,arkansas,https://mills.pcssd.org/,https://mills.pcssd.org/o/pcssd/page/directory-of-schools
minarets high school,california,https://minarets.chawanakee.k12.ca.us/,https://minarets.chawanakee.k12.ca.us/apps/staff/
south central michigan virtual,michigan,https://miscmv.org/,https://miscmv.org/meet-our-staff/
monsignor kelly catholic school,texas,https://mkchs.com/,https://mkchs.com/about/faculty-staff-directory/
medical lake high school,washington,https://mlhs.mlsd.org/,https://mlhs.mlsd.org/apps/staff/
dr martin luther king jr early college,colorado,https://mlk.dpsk12.org/,https://mlk.dpsk12.org/about/faculty-staff/
nesbitt discovery academy,north carolina,https://mlnda.buncombeschools.org/,https://mlnda.buncombeschools.org/o/mlnda/staff
maple mountain high school,utah,https://mmhs.nebo.edu/,https://mmhs.nebo.edu/faculty
marple newtown high school,pennsylvania,https://mnhs.mnsd.org/,https://mnhs.mnsd.org/about-us/departments-staff
minnesota online high school,minnesota,https://mnohs.org/,https://mnohs.org/why-choose-mnohs/faculty-and-staff/
moc floyd valley high school,iowa,https://mocfv.org/index.php/schools/high-school/,https://mocfv.org/index.php/staff-directory/
monroe high school,michigan,https://monroe.k12.mi.us/MHS,https://monroe.k12.mi.us/MHS/MHS/8836-MHS-Support-Staff-Contact-Listing-2022-2023.html#Resources
dcis at montbello,colorado,https://montbellohs.dpsk12.org/,https://montbellohs.dpsk12.org/staff-directory/
montgomery central high,tennessee,https://montgomerycentralhigh.cmcss.net/,https://montgomerycentralhigh.cmcss.net/directory/
montgomery central high school,tennessee,https://montgomerycentralhigh.cmcss.net/,https://montgomerycentralhigh.cmcss.net/directory/
moody high school,texas,https://moody.ccisd.us/,https://moody.ccisd.us/Directory
mt alvernia high school,massachusetts,https://mountalverniahs.org/,https://mountalverniahs.org/about/directory/
mount michael benedictine school,nebraska,https://mountmichael.com/,https://mountmichael.com/faculty-staff/
the mount vernon school,georgia,https://mountvernonschool.org/,https://mountvernonschool.org/community-directory/
middle school 131,new york,https://ms131131.org/,https://ms131131.org/faculty-and-staff/
the school of integrated learning,new york,https://ms354.com/home,https://ms354.com/home/parent-teachers-association
ms 839,new york,https://ms839.org/,https://ms839.org/our-team/
martinsville high school,indiana,https://msdofmartinsville.org/martinsville-high-school/,https://msdofmartinsville.org/staff-list/
west sioux high school,iowa,https://mshs.westsiouxschools.org/,https://mshs.westsiouxschools.org/en-US/staff
mt madonna high school,california,https://mtmadonna.gilroyunified.org/,https://mtmadonna.gilroyunified.org/our-staff
jordan vocational high school,georgia,https://muscogee.k12.ga.us/Schools/JOR,https://muscogee.k12.ga.us/Directory/Employees
mar vista senior high school,california,https://mvh.sweetwaterschools.org/,https://mvh.sweetwaterschools.org/staff-directory/
mount vernon high school,new york,https://mvhs.mtvernoncsd.org/,https://mvhs.mtvernoncsd.org/our-school/staff-directory
mount vernon steam academy,new york,https://mvsteam.mtvernoncsd.org/,https://mvsteam.mtvernoncsd.org/our-school/staff-directory
george washington community high school,indiana,https://myips.org/georgewashington/,https://myips.org/georgewashington/staff-directory/
logos christian academy,illinois,https://mylogos.org/,https://mylogos.org/administrative-staff
mynderse academy,new york,https://mynderseacademy.senecafallscsd.org/,https://senecafallscsdorg.finalsite.com/parents/staff-directory
